card_id,set_id,set_position,card_stat_display,image_name,attribute,cost,description,description_eng,disposal,before_evolution_uid,evolution_uid,max_level,initial_level,skill_name,skill_name_eng,name,name_eng,rarity,strongest_level,skill_description,skill_description_eng,initial_attack_base,initial_defense_base,max_attack_base,max_defense_base,macarons,type,ringable,created_at
2270,2268,3,3,05bbb7704a1ab8ea61484dc9a037a0ca,POP,12,…はいはい、お菓子なくなりそうか？それなら次はこれを食べるアルヨ。ワタシがお茶を飲んでても仕方ないヨ、いつものお店と同じように働くとするネ。,,30000,2269,NULL,60,1,お茶を飲むのは勝ってからアルヨ?,,[一杯如何]李春燕,,SR,150,自分自身の攻援特大UP,,3753,3071,11354,9289,NULL,NULL,NULL,2016-10-30 23-54-0
4222,4222,1,1,347dd5f8130ea09859a3c71c4b6908fb,POP,9,ほほ?、書物がいっぱいアルな?これ全部、図書室から借りられたままか？ふむ、本は大事にしないといけないネ。一冊一冊、智恵を込めて書かれたものヨ。,,5000,NULL,4223,40,1,知識も大事アルね?,,[大清掃]李春燕,,R,80,全タイプの守援小DOWN,,2442,1998,8573,7014,NULL,NULL,NULL,2016-10-30 23-54-0
4223,4222,2,2,9b8a989cc4b4bdd7d6be57fbd4b0ccdb,POP,9,それで、ワタシたちはこのたくさんの本を、図書室まで運んで行けばいいアルな？…これだけあると、運ぶだけでも大変？そうネ。でも、そこは任せるアルヨ！,,7500,4222,4224,40,1,知識も大事アルね?,,[大清掃]李春燕+,,R,80,全タイプの守援小DOWN,,2930,2397,10282,8413,NULL,NULL,NULL,2016-10-30 23-54-0
4224,4222,3,3,e2c1d7a22f1475246f02516b588dec2b,POP,9,…ん、まだまだ余裕ネ。もう二、三冊、乗っけてくれていいアル。…ほ、っと。こうやって運べば、すぐ終わるアルヨ！それでは、さっさと図書室に行くアルネ?,,15000,4223,NULL,50,1,知識も大事アルね?,,[鍛錬の如く]李春燕,,HR,80,全タイプの守援小DOWN,,3663,2997,12856,10519,NULL,NULL,NULL,2016-10-30 23-54-0
4682,4682,1,1,0d65894f9f6fc4d7d1540ab0dc81f142,POP,13,アイヤー！今日は気合入ってるアルヨ?○○○、ワタシとドッジボール勝負ネ！わかってると思うアルが、手加減は無用…正々堂々と真剣勝負をするがヨロシ！,,10000,NULL,4683,50,1,ここは膝を狙うアル！,,[レクリエーション]李春燕,,HR,150,SWEETタイプの守援大DOWN,,2940,3060,8592,8942,NULL,NULL,NULL,2016-10-30 23-54-0
4683,4682,2,2,64072278f308e9ec2903c81d0379ff4d,POP,13,こういうのは得意か？中国四千年の歴史、甘く見ているとケガするアルヨ?？ワタシにボールが渡ったが最後と思って…キャッチ！○○○、覚悟するネ?！,,15000,4682,4684,50,1,ここは膝を狙うアル！,,[レクリエーション]李春燕+,,HR,150,SWEETタイプの守援大DOWN,,3528,3672,10304,10725,NULL,NULL,NULL,2016-10-30 23-54-0
4684,4682,3,3,da0ab8cf2db1e233ce08695cf9f917a4,POP,13,それ、全力の一発を食らうがいいアル！…よし、完璧に直撃ネ！どうアルか？今のは間違いなく当たりでいいアルネ？ということは、ワタシの勝ちアルヨ?！,,30000,4683,NULL,60,1,ここは膝を狙うアル！,,[必殺飛球]李春燕,,SR,150,SWEETタイプの守援大DOWN,,4410,4590,12884,13410,NULL,NULL,NULL,2016-10-30 23-54-0
4980,4980,1,1,4679554f116675ce4530f5db3256ab8a,POP,12,よっ、ほっ…　ほらほら、見るアルネ?…上達が早い？　うむ、それは当然アルよ。ワタシ、バランス感覚は自信がアルネ。綱渡りだってこれこの通り、楽勝アル?,,10000,NULL,4981,50,1,バランスを極めるアル！,,[サーカス体験]李春燕,,HR,150,全タイプの守援中DOWN,,1998,2442,7014,8573,NULL,NULL,NULL,2016-10-30 23-54-0
4981,4980,2,2,789c8c9dbb08d4416f1861add2ffeeb2,POP,12,○○○君もなかなか上手くなったアルな。でも、まだまだ綱渡りを極めてないアル。その程度は、ジョの口というやつアルヨ。今からやるこの技、できるアルかな?？,,15000,4980,4982,50,1,バランスを極めるアル！,,[サーカス体験]李春燕+,,HR,150,全タイプの守援中DOWN,,2397,2930,8413,10282,NULL,NULL,NULL,2016-10-30 23-54-0
4982,4980,3,3,62ccaf82c7b19ad76c3f8b69e85490b1,POP,12,１、２…　ハイ?！　これでどうアルか？…もはやプロレベル？　ありがとアルネ?ふふ?ん、褒められたら燃えてきたアル！本番もこの調子で最高の演技を見せるネ！,,30000,4981,NULL,60,1,バランスを極めるアル！,,[曲芸娘々]李春燕,,SR,150,全タイプの守援中DOWN,,2997,3663,10519,12856,NULL,NULL,NULL,2016-10-30 23-54-0
6004,6004,1,1,01449008d21d7b7e447f0d404fae0397,POP,14,え?と、今がここということは、ふむふむ…　そろそろ目的の温泉に到着するはずアルヨ。屈強なワカモノが修行の為に訪れるという…伝説の秘湯ネ。必ず見つけてみせるアル。,,10000,NULL,6005,50,1,修行の成果、見せるアルネー！,,[秘湯めぐり]李春燕,,HR,150,POPタイプの攻守中UP,,855,964,3451,3891,NULL,NULL,NULL,2016-10-30 23-54-0
6005,6004,2,2,bd0c8cd8f81a56a5f379b75ed4aa725a,POP,14,あったネ！　あの温泉が伝説の秘湯アルネ！　きっと凄まじい修行が待ち受けてるアルヨ?　さぁ、行くアルネ。…え、じゃないアルヨ！　ともに新たな修行にその身を任せるヨロシ?,,15000,6004,6006,50,1,修行の成果、見せるアルネー！,,[秘湯めぐり]李春燕+,,HR,150,POPタイプの攻守中UP,,1026,1157,4138,4667,NULL,NULL,NULL,2016-10-30 23-54-0
6006,6004,3,3,0ed3c81d57d4afc9e3477667649d53a0,POP,14,は?…たくさん温泉があってびっくりアル…そういえば○○○、知っているアルか？　この中に呪われた温泉があるらしいネ…うっかり入ると…一生パンダになるアルヨ！,,30000,6005,NULL,60,1,修行の成果、見せるアルネー！,,[呪いよりも]李春燕,,SR,150,POPタイプの攻守中UP,,1283,1446,5175,5835,NULL,NULL,NULL,2016-10-30 23-54-0
112,112,1,1,c4c8d74b0b6424adf0174132c68a4b82,POP,6,○○○、休み時間に１ＯＮ１やらない？同級生だし、お近づきの印ってやつでさ。１ＯＮ１って、何だか知ってるよね？これにはバスケの基本が詰まってるんだよ。,,2500,NULL,113,30,1,負けるはずないから！,,羽鳥晶,,HN,40,POPタイプの攻援小UP,,1669,1960,5510,6468,NULL,NULL,NULL,2016-10-30 23-54-0
113,112,2,2,2957775ea2f92993393706514b1310f7,POP,6,おっ！○○○！！ちょうどいい相手がいなくて困ってたんだ。○○○とだと、上達が早いからなぁ。今日も１ＯＮ１でいいかな？いいよね？,,3750,112,114,30,1,負けるはずないから！,,羽鳥晶+,,HN,40,POPタイプの攻援小UP,,2003,2352,6608,7757,NULL,NULL,NULL,2016-10-30 23-54-0
114,112,3,3,044a7dd60d25519a626af7349c4c61ad,POP,6,おー！○○○か！遂にこのストリートコートにやってきたな！早速勝負する？あ、あれ？ち、違うの？この格好？私服見せるの初めてだっけ？,,7500,113,NULL,40,1,負けるはずないから！,,[No.1シューター]羽鳥晶,,R,40,POPタイプの攻援小UP,,2504,2940,8262,9700,NULL,NULL,NULL,2016-10-30 23-54-0
2473,2473,1,1,2ee49b5d7b0bab4ddfe1497003fcc185,POP,8,落ち着け、落ち着け? 大丈夫大丈夫、試合よりは楽なんだから、行ける行ける…ああ、新入生に挨拶なんて柄にもないこと、試合出るよりよっぽど緊張しちゃうよ?,,5000,NULL,2474,40,1,ここでばっちりいいとこ見せよう！,,[新歓14]羽鳥晶,,R,80,全タイプの攻援小UP,,2566,2893,7856,8859,NULL,NULL,NULL,2016-10-30 23-54-0
2474,2473,2,2,2dafa0cd55a60bc2c01b66af0eb326ad,POP,8,…バスケ部の感じは、こんなところです。で、説明ばかりじゃあれなんで、ここから…あのゴールに、シュートを決めちゃうよ。その近くにいる子、一応どいててね。,,7500,2473,2475,40,1,ここでばっちりいいとこ見せよう！,,[新歓14]羽鳥晶+,,R,80,全タイプの攻援小UP,,3079,3472,9422,10625,NULL,NULL,NULL,2016-10-30 23-54-0
2475,2473,3,3,5c675fa0075714ee0e10ae29b899227a,POP,8,やったぁ、ばっちり決まったぁ！ このために特訓した甲斐があったよ！…そう、部活の練習の合間に少しずつ、ちゃんとあの位置から練習してたんだ?,,15000,2474,NULL,50,1,ここでばっちりいいとこ見せよう！,,[魅せる一本]羽鳥晶,,HR,80,全タイプの攻援小UP,,3849,4340,11784,13289,NULL,NULL,NULL,2016-10-30 23-54-0
115,115,1,1,81d3ae813a5314f6ecef913c1790fd3d,POP,5,先輩？もしかして落ち込んでる？だったら、アタシが励ましてあげよーか？ブルーなんて応援でふっ飛ばしちゃうから！無敵の女神、林田希羅とはアタシのことよ♪,,2500,NULL,116,30,1,ＧＯ！ＧＯ！ＧＯ！！,,林田希羅,,HN,40,POPタイプの攻守小UP,,2086,2353,7326,8261,NULL,NULL,NULL,2016-10-30 23-54-0
116,115,2,2,bfbd398faeedcf46b3a0ee16af261c2e,POP,5,あ?ら、○○○さん。ようこそ。アタシのチア部での活躍を見に来たの？それとも応援して欲しいのかな?？モチいいわよ！いつでも励ましてあげる♪,,3750,115,117,30,1,ＧＯ！ＧＯ！ＧＯ！！,,林田希羅+,,HN,40,POPタイプの攻守小UP,,2504,2823,8787,9908,NULL,NULL,NULL,2016-10-30 23-54-0
117,115,3,3,f3a2860b2b914bfd8709dfd4888e1d99,POP,5,アタシが応援した試合は、負けなしなの。だからアタシは、無敵の女神なの♪さぁ先輩！女神のダンスをよ?く見て！これからあなたを、一生無敗にしてあげる♪,,7500,116,NULL,40,1,ＧＯ！ＧＯ！ＧＯ！！,,[ミス・チアフル]林田希羅,,R,40,POPタイプの攻守小UP,,3130,3529,10986,12389,NULL,NULL,NULL,2016-10-30 23-54-0
484,484,1,1,addbe9f58a1d6e92c633572fe71d04a7,POP,7,私の応援、受けてみない？身体の底から力が湧いてくるからねっ！私はみんなを応援するの。もちろん、鬼さんだって大歓迎だよっ！,,2500,NULL,485,30,1,バンバン豆ぶつけちゃえ?！,,[節分]林田希羅,,HN,40,POPタイプの攻守小UP,,1283,1506,4632,5438,NULL,NULL,NULL,2016-10-30 23-54-0
485,484,2,2,0d2ad75b11f808385b08943ee3ffffb2,POP,7,そんなに気になる？ チア部のスカート。残念！ 下にスコートはいてるからね。そんなんじゃないって……またまた！そういうのは、二人きりのときに、ね？,,3750,484,486,30,1,バンバン豆ぶつけちゃえ?！,,[節分]林田希羅+,,HN,40,POPタイプの攻守小UP,,1540,1807,5555,6522,NULL,NULL,NULL,2016-10-30 23-54-0
486,484,3,3,089fe89208586bf7796dc9b52c8e2148,POP,7,…うわぁ、本当に大変だったぁ。チアは別にどっちの味方でもない応援なのに、たくさん豆が飛んできたんだよ?？本当にもう失礼しちゃうなぁ、ぷんっ、だ。,,7500,485,NULL,40,1,バンバン豆ぶつけちゃえ?！,,[両軍応援]林田希羅,,R,40,POPタイプの攻守小UP,,1925,2259,6946,8155,NULL,NULL,NULL,2016-10-30 23-54-0
1574,1574,1,1,51acb1077a780da467b0945207bb36f3,POP,11,あれ、○○○さんだ、どうしたの？試合の応援に来たのかな？ああ、それとも、もしかして?？アタシの応援の方を見に来たのかな?？,,5000,NULL,1575,40,1,いつも以上に、ファイト?！,,林田希羅,,R,80,POPタイプの守援中UP,,1664,1536,5740,5299,NULL,NULL,NULL,2016-10-30 23-54-0
1575,1574,2,2,c6289a8be9d1beff33d882f3ac705bd5,POP,11,あれ、図星？ あはは、やだ?それはそれで、ちょっと照れちゃうな?でも、もしそれが本当なら、アタシ…いつも以上に張り切って、応援しちゃうね！,,7500,1574,1576,40,1,いつも以上に、ファイト?！,,林田希羅+,,R,80,POPタイプの守援中UP,,1996,1843,6884,6355,NULL,NULL,NULL,2016-10-30 23-54-0
1576,1574,3,3,e21f3ff33a67a99b9029e3ea516ba51a,POP,11,ようし、それじゃあ…本日の林田希羅は、いつもと一味違うよ！どんな負け試合でもひっくり返る応援、ばっちり見せちゃうんだから、それっ！,,15000,1575,NULL,50,1,いつも以上に、ファイト?！,,[逆転の合図]林田希羅,,HR,80,POPタイプの守援中UP,,2496,2304,8611,7948,NULL,NULL,NULL,2016-10-30 23-54-0
1801,1801,1,1,359370b67407fcb2025fa4fca3297639,POP,7,うっわ?、すっご?い。本当にこれ全部、うちの手芸部だけで作ったんだ?イベントがあるたびに凄いとは思ってたけど、これはまた違った凄さって感じだよね?,,5000,NULL,1802,40,1,緊張しないようにやろ?！,,[ファッションショー]林田希羅,,R,80,POPタイプの守援中UP,,1861,2098,6793,7660,NULL,NULL,NULL,2016-10-30 23-54-0
1802,1801,2,2,369cd62877445ddda2a9e9e7ade68d3f,POP,7,あ、そうだ。○○○さん、どうどうこれ？自分では結構イケてると思うんだけど。…似合ってる？ そう言ってもらえると、やっぱり嬉しいかな?、えへへへ。,,7500,1801,1803,40,1,緊張しないようにやろ?！,,[ファッションショー]林田希羅+,,R,80,POPタイプの守援中UP,,2233,2518,8147,9188,NULL,NULL,NULL,2016-10-30 23-54-0
1803,1801,3,3,05490773d09c5f5378e4a11e9c3051da,POP,7,よ?し、アタシの出番出番。…あれれ？なんかうまく歩けてない感じだなぁ…うわぁ、もしかしてアタシ緊張してる？え?い、とにかくここは、笑顔笑顔！,,15000,1802,NULL,50,1,緊張しないようにやろ?！,,[苦戦の笑顔]林田希羅,,HR,80,POPタイプの守援中UP,,2791,3148,10190,11490,NULL,NULL,NULL,2016-10-30 23-54-0
2364,2364,1,1,203690c3c96c5447badee42567ff822d,POP,13,あ、先輩? おはようございます。なんだか今日も凄い状態ですよね?それでですね?…ほらほら、どうですか?？イースターバニーの格好、似合ってますか？,,10000,NULL,2365,50,1,今日はウサギの応援ですよ！,,[イースターバニー]林田希羅,,HR,150,全タイプの攻援中DOWN,,2093,2457,6332,7434,NULL,NULL,NULL,2016-10-30 23-54-0
2365,2364,2,2,b37acfe46c687934a8e56a0a338572d9,POP,13,…なんだかみんなと衣装の感じが違う？お?、さすが先輩ですよね。よく見てる?実はこれでチアリーディングするんですよ。なんで、後で見に来てくださいね?,,15000,2364,2366,50,1,今日はウサギの応援ですよ！,,[イースターバニー]林田希羅+,,HR,150,全タイプの攻援中DOWN,,2511,2948,7594,8915,NULL,NULL,NULL,2016-10-30 23-54-0
2366,2364,3,3,255ca67483d696ef9c0390a8f25bf499,POP,13,準備よし。もういつでも行けますよ?お客さんの方も集まってる感じかな?？…お、先輩もちゃんと来てくれてるな?せっかくだから、張り切ってやらないと。,,30000,2365,NULL,60,1,今日はウサギの応援ですよ！,,[バニーチアーズ]林田希羅,,SR,150,全タイプの攻援中DOWN,,3139,3685,9496,11147,NULL,NULL,NULL,2016-10-30 23-54-0
2661,2661,1,1,8ff5493157e73ca71854b94d1f96efc5,POP,11,もうちょっとで勝てるかな？ 勝てるよね。フレ、フレ、先輩、がんばれがんばれ?…わぁ、入ったぁ！ このままこのまま、最後まで決めちゃってくださいね?,,10000,NULL,2662,50,1,サービスエース、決めちゃいましょう！,,[アミューズメント]林田希羅,,HR,150,POPタイプの守援大UP,,1633,1996,5390,6588,NULL,NULL,NULL,2016-10-30 23-54-0
2662,2661,2,2,e63a11b0d1b49bd35aed79799dc56a49,POP,11,お疲れ様でした? ばっちり勝ちましたね。とっても格好良かったですよ?応援のおかげ？ じゃあ次は私の番なんで、先輩も応援しててくださいね?,,15000,2661,2663,50,1,サービスエース、決めちゃいましょう！,,[アミューズメント]林田希羅+,,HR,150,POPタイプの守援大UP,,1960,2395,6464,7901,NULL,NULL,NULL,2016-10-30 23-54-0
2663,2661,3,3,1aad2e7a9994d68a6b4a279ea28012df,POP,11,よしよし、ここまではいい感じかな。普段はもちろん、応援ばっかりだけど…運動神経はチアで鍛えてるんだから。今日は先輩にいいとこ見せないと…それ！,,30000,2662,NULL,60,1,サービスエース、決めちゃいましょう！,,[応援お願い]林田希羅,,SR,150,POPタイプの守援大UP,,2450,2994,8083,9879,NULL,NULL,NULL,2016-10-30 23-54-0
2960,2960,1,1,03b3073552643cf893822e29227f096f,POP,11,おお?、海綺麗? 晴れてよかったぁ?…そりゃもう、楽しみにしてましたもん。せっかくの海なのに、天気が悪かったら…残念で残念で仕方ないじゃないですか?,,10000,NULL,2961,50,1,海の中でも応援しちゃう！,,[マリンレジャー14]林田希羅,,HR,150,全タイプの守援中UP,,2086,2353,7326,8261,NULL,NULL,NULL,2016-10-30 23-54-0
2961,2960,2,2,21c80f01b63443e3d9f154c3b11704d8,POP,11,それじゃあ、ちゃんと用意しないと…って言っても、使うのはこれだけかな？シュノーケリングって言うんですよね?、これ。これくらいが身軽でいいかも。,,15000,2960,2962,50,1,海の中でも応援しちゃう！,,[マリンレジャー14]林田希羅+,,HR,150,全タイプの守援中UP,,2504,2823,8787,9908,NULL,NULL,NULL,2016-10-30 23-54-0
2962,2960,3,3,f4eba054930c066aee3fe6df8afb2fe6,POP,11,あ、これって?… お?い、先輩先輩?こっちこっち、こっちですよ?それで… えいっ！ あはは、驚いた?ほら、ヒトデがいっぱいいますよ、ここ。,,30000,2961,NULL,60,1,海の中でも応援しちゃう！,,[海に触れる]林田希羅,,SR,150,全タイプの守援中UP,,3130,3529,10986,12389,NULL,NULL,NULL,2016-10-30 23-54-0
3305,3305,1,1,43c9a5edac2776e393281591f18285a1,POP,11,うっわぁ?、まだ始まってすぐなのに、もうみんなすごいビショビショだぁ。お姉ちゃんから話は聞いてたけれど、本当にこんな凄いんだ、これって?,,5000,NULL,3306,40,1,みんなまとめてやっちゃうよぉ?,,[水遊び14]林田希羅,,R,80,POPタイプの攻守小UP,,2272,2667,7678,9013,NULL,NULL,NULL,2016-10-30 23-54-0
3306,3305,2,2,c89669dd065a14d5d1ec5b33d1d43b7d,POP,11,あ、そうそう、ちゃんと聞いてきたんで、下はもちろん水着なんですよ?ちょこっと期待しちゃったりしました？そこはさすがに… きゃあ、冷たぁっ！,,7500,3305,3307,40,1,みんなまとめてやっちゃうよぉ?,,[水遊び14]林田希羅+,,R,80,POPタイプの攻守小UP,,2726,3201,9209,10810,NULL,NULL,NULL,2016-10-30 23-54-0
3307,3305,3,3,ae4c2fa3056f7710a6f4f7dfa9eed0b2,POP,11,…う?ん、ぼんやりしてられないな?普通にしてるだけで、あちこちから…お返しですよ、どんどん行っちゃいましょ！今日はアタシも、自分でやっちゃうから?！,,15000,3306,NULL,50,1,みんなまとめてやっちゃうよぉ?,,[応援でなく]林田希羅,,HR,80,POPタイプの攻守小UP,,3408,4001,11517,13520,NULL,NULL,NULL,2016-10-30 23-54-0
3396,3396,1,1,6efb74eaeaf439bd772861e2c7e99508,POP,13,ん?、もうちょっと脚上がるかな?？そしたら、もっと綺麗にそろうから…ああ、先輩？ …チアの覗きですかぁ？あはは、冗談ですよ?、冗談。,,20000,NULL,3397,60,1,アタシの本気、見せちゃうからね！,,[チアダンス]林田希羅,,SR,250,全タイプの守援大DOWN,,1101,1058,4218,4053,NULL,NULL,NULL,2016-10-30 23-54-0
3397,3396,2,2,a0c3cee96a3a7e4df682c2aeabbf28e7,POP,13,アタシですか？ ほら、チアの一員として、みんなの指導を任されてる感じで。一日だけだけどみんなチアなんだから、出来るだけ格好良く応援しないとですよ。,,30000,3396,3398,60,1,アタシの本気、見せちゃうからね！,,[チアダンス]林田希羅+,,SR,250,全タイプの守援大DOWN,,1321,1270,5059,4860,NULL,NULL,NULL,2016-10-30 23-54-0
3398,3396,3,3,121a1bd5d04fe6cc1f0167a2b7906b83,POP,13,…よ?し、試合開始で、チアも本番！さあさあ、しっかり応援しちゃうよ?！心の中では好きな人を応援すればいいから、名前は出さずに、それを身体で表現ね！,,60000,3397,NULL,70,1,アタシの本気、見せちゃうからね！,,[私の本気]林田希羅,,SSR,250,全タイプの守援大DOWN,,1652,1587,6328,6079,NULL,NULL,NULL,2016-10-30 23-54-0
4298,4298,1,1,cfa2d871c8df05d9216c860f96cd4f0a,POP,14,今日はいつものチアの格好じゃなくって…じゃじゃーん！ネコミミメイドだよ?！どうどう？可愛い？似合ってる?？たまにはこういう格好もいいよね。,,10000,NULL,4299,50,1,爪でひっかいちゃうにゃ?！,,[猫コス15]林田希羅,,HR,150,POPタイプの守援大UP,,2121,1958,6701,6186,NULL,NULL,NULL,2016-10-30 23-54-0
4299,4298,2,2,588f6c802148cbb0ff3a5baa7a235f5f,POP,14,えっ？恥ずかしくはないかって？全然大丈夫だよ?。チアで慣れてるからね！それとも、恥じらいがあった方が良い？えっと、じゃあ…は、恥ずかしいにゃ…,,15000,4298,4300,50,1,爪でひっかいちゃうにゃ?！,,[猫コス15]林田希羅+,,HR,150,POPタイプの守援大UP,,2545,2350,8037,7418,NULL,NULL,NULL,2016-10-30 23-54-0
4300,4298,3,3,279233188c2a8aa224b05c0ed8091ee2,POP,14,あはは…格好は恥ずかしくないんだけど、ネコっぽい言葉を使うのは恥ずかしいかも。で、でも…アナタがして欲しいなら…今日は使ってあげてもいい…にゃ…,,30000,4299,NULL,60,1,爪でひっかいちゃうにゃ?！,,[照れネコ語]林田希羅,,SR,150,POPタイプの守援大UP,,3182,2937,10052,9279,NULL,NULL,NULL,2016-10-30 23-54-0
4896,4896,1,1,d7cb3957ba74b86eb2d81c5872c457db,POP,12,…はぁ、なんとか当たってよかった?一応ちゃんと、ボールは前に飛んだし。今の、アタシはアウトになっちゃったけど、一点入ったんだよね？　…よし、やったぁ。,,10000,NULL,4897,50,1,ど?んとかっ飛ばしちゃお?！,,[選択授業]林田希羅,,HR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,1706,1923,5630,6348,NULL,NULL,NULL,2016-10-30 23-54-0
4897,4896,2,2,993cd4cc3562df9ddad2f81c181fa011,POP,12,あ、これで交代？　次の回はポジション、全部入れ替えるってルールだったよね?これで、アタシがピッチャーの番だぁ。よ?し、バッチリアウト取っちゃうよ?,,15000,4896,4898,50,1,ど?んとかっ飛ばしちゃお?！,,[選択授業]林田希羅+,,HR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,2047,2308,6752,7613,NULL,NULL,NULL,2016-10-30 23-54-0
4898,4896,3,3,e420932c8e784019488fee42da031acd,POP,12,え?っと、さっきやったの練習の通りに、ぐるっと回して下から投げるんだよね。上に飛んで行かないように気をつけないと。じゃあ、ストライクになるように…　それ！,,30000,4897,NULL,60,1,ど?んとかっ飛ばしちゃお?！,,[エールストライク]林田希羅,,SR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,2559,2885,8442,9520,NULL,NULL,NULL,2016-10-30 23-54-0
6468,6468,1,1,717fa6f99ce1973a828d0111b93cc1fc,POP,14,すっご?い、こんなに積もってる?　寒いけど、わくわくしちゃいますね。せっかくだし、あっちまで競争しましょうよ?　じゃあ、いきますよ?　よ?い…ドン！,,10000,NULL,6469,50,1,寒さに負けずに、ファイト?！,,[雪遊び16]林田希羅,,HR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,2086,2353,7326,8261,NULL,NULL,NULL,2016-10-30 23-54-0
6469,6468,2,2,c20e42c4ad4fa9cce199b03cecb62f34,POP,14,えっ、あれっ？　ない、ない！？　アタシのリボン…　どこかで落としたのかな…　あ、気にしなくていいですよ。先輩はあったかいとこで休んでて…　え？　一緒に探す？,,15000,6468,6470,50,1,寒さに負けずに、ファイト?！,,[雪遊び16]林田希羅+,,HR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,2504,2823,8787,9908,NULL,NULL,NULL,2016-10-30 23-54-0
6470,6468,3,3,3d3a28792fd532142068c005ef859455,POP,14,あった?！　ふ?　見つかってよかったぁ?　雪の中に埋もれちゃってました、あはは。先輩、寒い中ほんとにありがと?　え？　もう落とさないから、大丈夫ですよ?,,30000,6469,NULL,60,1,寒さに負けずに、ファイト?！,,[楽しい誤算]林田希羅,,SR,150,POPの主センバツ全員&副センバツ1人の攻守中UP,,3130,3529,10986,12389,NULL,NULL,NULL,2016-10-30 23-54-0
6555,6555,1,1,a42b2e3e8fe96b649b0e354f60891e54,POP,10,あ、せんぱ?い！　こっち、こっちですよ?　…他の人と違う？　あ、この衣装ですか？　アタシはチアリーダーなんで、みんなと衣装が、ちょこっと違うんですよ?,,5000,NULL,6556,40,1,タイミングを合わせて進みますよ?！,,[音楽隊]林田希羅,,R,80,POPタイプの攻守小UP,,1335,1184,4860,4310,NULL,NULL,NULL,2016-10-30 23-54-0
6556,6555,2,2,4877d62c578ce82cfce6de24fca9bbef,POP,10,チアの時と違って、マーチングバンドは、歩きながらやらなきゃいけないんですよね?　いつもと違って、練習も大変だったけど、バッチリ盛り上げちゃいますから！,,7500,6555,6557,40,1,タイミングを合わせて進みますよ?！,,[音楽隊]林田希羅+,,R,80,POPタイプの攻守小UP,,1602,1421,5828,5169,NULL,NULL,NULL,2016-10-30 23-54-0
6557,6555,3,3,67dc085443b8a8a9c65e88793dc33494,POP,10,うわぁ?　たくさんお客さんいるな?　え?っと、先輩は…　あっ、いたいた?　先輩も見てくれてるし…　さあ、みんな?　声出して行こ?　ウィアー　ナンバー　ワン！,,15000,6556,NULL,50,1,タイミングを合わせて進みますよ?！,,[レッツマーチング]林田希羅,,HR,80,POPタイプの攻守小UP,,2003,1776,7288,6463,NULL,NULL,NULL,2016-10-30 23-54-0
7160,7160,1,1,12a5b6d6fc49c60f7c0966ed2b265c6e,POP,11,先輩、こっちこっち！ ここみたいですよ? 見晴らしもいいし、よく見えますね? いい席取ってくれてありがとうございます！ よ?っし、いい応援ができちゃいそう！,,20000,NULL,7161,60,1,フレーフレーＧＷ！,,[GW16]林田希羅,,SR,250,副センバツ上位10人の攻援中UP,,2203,1876,6959,5928,NULL,NULL,NULL,2016-10-30 23-54-0
7161,7160,2,2,355465364c5ba8d1826a341a87f05e5b,POP,11,この林田希羅が応援に来たからには、絶対に勝たせるからね? ガンバレー！ う?ん… チアの衣装じゃないとなんか… やっぱり、持ってきた方が良かったかな？,,30000,7160,7162,60,1,フレーフレーＧＷ！,,[GW16]林田希羅+,,SR,250,副センバツ上位10人の攻援中UP,,2643,2252,8346,7109,NULL,NULL,NULL,2016-10-30 23-54-0
7162,7160,3,3,99e08c422305715273ff806dd3a4665d,POP,11,きゃ?！ やった?！ 満塁?！ いいぞっ♪ いいぞっ♪ いけいけー！ ほらほら、先輩も一緒に声出して?！ 気持ちが届けば、必ず勝ちますよ?,,60000,7161,NULL,70,1,フレーフレーＧＷ！,,[声出して?]林田希羅,,SSR,250,副センバツ上位10人の攻援中UP,,3304,2815,10439,8892,NULL,NULL,NULL,2016-10-30 23-54-0
7321,7321,1,1,a932e5fa56ddb3b0db6853669f59ae9f,POP,14,次は、ソフトボールの試合だったかな?？えっと、グラウンドはどっちだろ？確か…あ、先輩。丁度よかった！ソフトボールのグラウンドは、どっちですか？,,20000,NULL,7322,60,1,はーい！　全力で応援するよ?！,,[聖星戦]林田希羅,,SR,250,POPタイプの攻援特大UP,,2511,2948,7689,9026,NULL,NULL,NULL,2016-10-30 23-54-0
7322,7321,2,2,6aa152a89eaab23bd894b5a04ef90fde,POP,14,応援しないといけない試合がいっぱいで、今日は予定がビッシリなんですよ?おっと、お話してる場合じゃないんだった！急がないと、試合が始まっちゃってるかも！,,30000,7321,7323,60,1,はーい！　全力で応援するよ?！,,[聖星戦]林田希羅+,,SR,250,POPタイプの攻援特大UP,,3013,3538,9222,10825,NULL,NULL,NULL,2016-10-30 23-54-0
7323,7321,3,3,9c267c5757664c752431fed522ce184e,POP,14,はぁはぁ、なんとか間に合ったかな？…休んでる場合じゃない、応援応援！先輩もこっちで一緒に応援しましょう！それでは行きますよーレッツゴーファイ！,,60000,7322,NULL,70,1,はーい！　全力で応援するよ?！,,[頑張る為に]林田希羅,,SSR,250,POPタイプの攻援特大UP,,3767,4422,11534,13539,NULL,NULL,NULL,2016-10-30 23-54-0
